product name,time,likes,dislikes,pos-comments,neg-comments,flip-buyers,am-buyers,hashtags,cost,category,sub category,brand,discount,stock,url,ratings,viewers,ads,score
Dragon Fruit 1 Units (250 - 500 g),2,4725,2180,11714,2430,7649,16856,2581,147,Grocery,Fruits & Veg,Bigbasket,696,10,https://www.flipkart.com/dragon-fruit-1-units/p/itmf057a961ec037?pid=FRTF7FJDTPZPWCJJ&lid=LSTFRTF7FJDTPZPWCJJJMEBOS&marketplace=GROCERY&q=fruits+and+vegetables&store=eat%2Fw2q%2Fb0g&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=4828a7f2-78d8-441f-bf6f-ab8ac7d4df61.FRTF7FJDTPZPWCJJ.SEARCH&ppt=sp&ppn=sp&qH=dd97b8c72dfc7b26,5030,37159,7,6.766032549
Banana - Yelakki 500 g (500),4,2302,1405,5699,2307,20009,8852,7615,90,Grocery,Fruits & Veg,Bigbasket,947,10,https://www.flipkart.com/banana-yelakki-500-g/p/itmd32bcb6b0df36?pid=FRTFTAS2GPDQUTQR&lid=LSTFRTFTAS2GPDQUTQRFBOYKV&marketplace=GROCERY&q=fruits+and+vegetables&store=eat%2Fw2q%2Fb0g&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=4828a7f2-78d8-441f-bf6f-ab8ac7d4df61.FRTFTAS2GPDQUTQR.SEARCH&ppt=sp&ppn=sp&qH=dd97b8c72dfc7b26,11618,42954,9,5.147808954
Orange Navel Imported 2 Units (250 - 330 Gm),2,8283,2588,2230,1595,14493,9200,5313,102,Grocery,Fruits & Veg,Bigbasket,437,10,https://www.flipkart.com/orange-navel-imported-2-units/p/itmc9ad8340e53a3?pid=FRTFECZ8RHHDUZHT&lid=LSTFRTFECZ8RHHDUZHTO1VNCA&marketplace=GROCERY&q=fruits+and+vegetables&store=eat%2Fw2q%2Fb0g&srno=s_1_15&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=4828a7f2-78d8-441f-bf6f-ab8ac7d4df61.FRTFECZ8RHHDUZHT.SEARCH&ppt=sp&ppn=sp&qH=dd97b8c72dfc7b26,12233,15723,4,4.795012007
Onion 1 kg,4,867,2511,3396,1972,11020,17798,9714,45,Grocery,Fruits & Veg,Bigbasket,733,10,https://www.flipkart.com/onion-1-kg/p/itmd8a3a28ca6356?pid=VEGF7FJ5UVTDPSRH&lid=LSTVEGF7FJ5UVTDPSRHJRRWKM&marketplace=GROCERY&iid=82effe20-4c18-4cc5-a1a7-f797ea5a9912.VEGF7FJ5UVTDPSRH.SEARCH,9223,25849,8,4.618756085
Sweet Corn 2 Units,3,2572,2363,6143,2206,8650,16515,9608,53,Grocery,Fruits & Veg,Bigbasket,301,10,https://www.flipkart.com/sweet-corn-2-units/p/itmcaee9b7773f62?pid=FRTF7EV7NBKFEZFC&lid=LSTFRTF7EV7NBKFEZFCRQK91Y&marketplace=GROCERY&iid=82effe20-4c18-4cc5-a1a7-f797ea5a9912.FRTF7EV7NBKFEZFC.SEARCH,4888,19454,5,2.69967399
Potato Agra 2 kg,1,6946,1586,3518,2093,19558,16199,8430,103,Grocery,Fruits & Veg,Bigbasket,537,10,https://www.flipkart.com/potato-agra-2-kg/p/itmd922aa629ff32?pid=VEGFEURAHQWAYB84&lid=LSTVEGFEURAHQWAYB84SJBTM5&marketplace=GROCERY&iid=82effe20-4c18-4cc5-a1a7-f797ea5a9912.VEGFEURAHQWAYB84.SEARCH,3369,13949,4,2.51512833
Capsicum Green 500 g,3,9956,1457,6098,680,6021,8546,3746,98,Grocery,Fruits & Veg,Bigbasket,610,10,https://www.flipkart.com/capsicum-green-500-g/p/itm3a5fd75621d0c?pid=VEGFBE9KFXFUQXZB&lid=LSTVEGFBE9KFXFUQXZBRBJIUU&marketplace=GROCERY&iid=82effe20-4c18-4cc5-a1a7-f797ea5a9912.VEGFBE9KFXFUQXZB.SEARCH,9912,21014,9,8.552283448
Cauliflower 1 Units (300 – 500 gm),1,9089,1317,7614,622,7224,8821,7561,105,Grocery,Fruits & Veg,Bigbasket,726,10,https://www.flipkart.com/cauliflower-1-units/p/itm96880555413ae?pid=VEGFF2S8DJUGVFVQ&lid=LSTVEGFF2S8DJUGVFVQW7Y9SP&marketplace=GROCERY&iid=82effe20-4c18-4cc5-a1a7-f797ea5a9912.VEGFF2S8DJUGVFVQ.SEARCH,9456,12945,3,8.898278677
Raw Pressery Protein Milkshake - Choco Mint,1,3532,3352,9492,621,12952,10652,2869,100,Grocery,Dairy,Raw Pressery,272,10,https://www.flipkart.com/raw-pressery-protein-milkshake-choco-mint/p/itm71315c52630ff?pid=MLKFMDY5A6PCG9RR&lid=LSTMLKFMDY5A6PCG9RR7GWIJQ&marketplace=GROCERY&iid=en_FDcDp%2B2RBw1TgN1JWvMlC%2B3twjCCciCqBpRxtGCJlg3DiNfyF0pooc3pLmUwJLRza1438WVupy8YWAKelRQgag%3D%3D,2583,10436,1,2.919461579
Amul Taaza Homogenised Toned Milk (1 L),4,9094,442,8772,2059,18519,7296,312,68,Grocery,Dairy,AMUL,180,10,https://www.flipkart.com/amul-taaza-homogenised-toned-milk/p/itm432f3dd7d77c2?pid=MLKEUGQGM65M2QZC&lid=LSTMLKEUGQGM65M2QZCVUKNRW&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.MLKEUGQGM65M2QZC.SEARCH,8626,10426,1,6.438824169
EPIGAMIA Milkshake (Chocolate),2,3469,1077,10087,914,13307,15466,692,35,Grocery,Dairy,EPIGAMIA,1000,10,https://www.flipkart.com/epigamia-milkshake/p/itm44c4de3ec1921?pid=MLKG5EKGBB5DKQ9U&lid=LSTMLKG5EKGBB5DKQ9U8IA6OB&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.MLKG5EKGBB5DKQ9U.SEARCH,7610,35253,8,2.748266434
HERSHEY'S Milk Shake (Chocolate),4,4775,891,3515,1734,17373,6382,5235,35,Grocery,Dairy,HERSHEY'S,420,10,https://www.flipkart.com/hershey-s-milk-shake/p/itm3dc6e7403b3ec?pid=MLKGYYZ4HMGAUUFG&lid=LSTMLKGYYZ4HMGAUUFGCVWAWE&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.MLKGYYZ4HMGAUUFG.SEARCH,14095,38214,4,9.1078885
Gowardhan Classic Block Paneer (200 g),3,7816,1718,3501,586,13662,9432,2214,92,Grocery,Dairy,GOWARDHAN,920,10,https://www.flipkart.com/gowardhan-classic-block-paneer/p/itmf6smug73gewmj?pid=PTFEZWF2MHG2H5FK&lid=LSTPTFEZWF2MHG2H5FKBNXQKA&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.PTFEZWF2MHG2H5FK.SEARCH,1704,12014,9,8.117503535
BRITANNIA Cheezza Pizza Cheese Block (400 g),4,7216,2335,9465,728,12820,8170,8599,300,Grocery,Dairy,BRITANNIA,163,10,https://www.flipkart.com/britannia-cheezza-pizza-cheese-block/p/itm0203760f588f9?pid=CHEFQQFCZW2TM5ZV&lid=LSTCHEFQQFCZW2TM5ZVO9MWIB&marketplace=GROCERY&iid=en_FDcDp%2B2RBw1TgN1JWvMlC%2B3twjCCciCqBpRxtGCJlg2ZILonR8aSdPIomOJEprLfIUhBT9nLK477lcBEs4qQfQ%3D%3D,9473,18513,6,2.943473781
Dlecta Cheddar cheese Block (200 g),1,6302,345,7895,812,12659,4940,2988,199,Grocery,Dairy,DLECTA,409,10,https://www.flipkart.com/dlecta-cheddar-cheese-block/p/itmfankg7aryqzsc?pid=CHEFANKGF784XHKY&lid=LSTCHEFANKGF784XHKYGC6LC2&marketplace=GROCERY&iid=en_FDcDp%2B2RBw1TgN1JWvMlC%2B3twjCCciCqBpRxtGCJlg2fI4Cq7PKiStUtWncVTnEacMawiFCIXCyzXRFRG3nAhg%3D%3D,7119,42336,4,6.828692088
Cavin's Rose Sweet Lassi (180 ml),2,3042,2914,7384,2029,13699,10931,6709,20,Grocery,Dairy,CALVIN'S,191,10,https://www.flipkart.com/cavin-s-rose-sweet-lassi/p/itm2abef969ab271?pid=LSIFFFMHSZ2UVVTW&lid=LSTLSIFFFMHSZ2UVVTWWFVC7P&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.LSIFFFMHSZ2UVVTW.SEARCH,9304,26403,2,2.831093071
Milky Mist Vanilla Milk Shake,1,8938,2147,5606,1533,7144,9755,3375,35,Grocery,Dairy,MILKY MIST,276,10,https://www.flipkart.com/milky-mist-vanilla-milk-shake/p/itmbd57aea6d5150?pid=MLKGBG2N3URJTMWA&lid=LSTMLKGBG2N3URJTMWA6R60KU&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.MLKGBG2N3URJTMWA.SEARCH,8543,39984,9,8.698981411
Sofit Soya Drink Vanilla (1 L),1,738,3347,5267,646,15239,17582,7797,145,Grocery,Dairy,SOFIT,676,10,https://www.flipkart.com/sofit-soya-drink-vanilla/p/itm9c8736a55691f?pid=MLKEU6MR62TXJURH&lid=LSTMLKEU6MR62TXJURHEWW3BR&marketplace=GROCERY&iid=6382727e-7205-4455-bfd1-3823a24d0daf.MLKEU6MR62TXJURH.SEARCH,6905,12729,8,0.431255133
Ghadi Detergent Powder 3 kg,4,3952,1716,7194,915,13096,2171,2615,192,Grocery,Household Care,GHADI,668,10,https://www.flipkart.com/ghadi-detergent-powder-3-kg/p/itmac8fb4158678c?pid=LDTFGPRJYC3AZNA8&lid=LSTLDTFGPRJYC3AZNA8ILXDPN&marketplace=GROCERY&iid=284010b1-3181-47f6-9a8a-ec784fd05a3e.LDTFGPRJYC3AZNA8.SEARCH,8822,34840,0,2.406706575
Surf excel Easy Wash Detergent Powder 1.5 kg,4,4485,449,3460,2053,16178,14956,255,225,Grocery,Household Care,SURF EXCEL,715,10,https://www.flipkart.com/surf-excel-easy-wash-detergent-powder-1-5-kg/p/itm2ebbcc2dd9963?pid=LDTET5U2XYHZBKMC&lid=LSTLDTET5U2XYHZBKMCEUX2JP&marketplace=GROCERY&iid=284010b1-3181-47f6-9a8a-ec784fd05a3e.LDTET5U2XYHZBKMC.SEARCH,14667,36037,9,7.67788657
Comfort After Wash Lily Fresh Fabric Conditioner (2 L),4,6472,3957,6949,2291,9809,8314,3665,480,Grocery,Household Care,COMFORT,780,10,https://www.flipkart.com/comfort-after-wash-lily-fresh-fabric-conditioner/p/itmewh54vkspukze?pid=FSNFCS9SYKGZ2GPS&lid=LSTFSNFCS9SYKGZ2GPSXPMWVA&marketplace=GROCERY&iid=284010b1-3181-47f6-9a8a-ec784fd05a3e.FSNFCS9SYKGZ2GPS.SEARCH,7664,32441,0,8.693775476
Vim Dishwash Bar (3 x 200 g),3,1723,485,9444,364,24253,3852,9978,55,Grocery,Household Care,VIM,402,10,https://www.flipkart.com/vim-dishwash-bar/p/itmew7uegahfruem?pid=DWBEU6M6QFC68UHQ&lid=LSTDWBEU6M6QFC68UHQPDDBS7&marketplace=GROCERY&store=73z%2Fcwl&srno=b_1_3&otracker=browse&fm=organic&iid=abe1c10d-5acc-4153-9cb6-5fdce3327eea.DWBEU6M6QFC68UHQ.SEARCH&ppt=browse&ppn=browse&ssid=zth06q0i9c0000001659074939933,3179,29331,3,5.54652871
Eco365 Compostable Garbage Bags Small 4 L Garbage Bag (90Bag ),4,9043,2626,9412,1330,19975,11062,7039,870,Grocery,Household Care,ECO365,446,10,flipkart.com/eco365-compostable-garbage-bags-small-4-l-bag/p/itm0b11c64e41f28?pid=GRBG9FG8QUPYRFF9&lid=LSTGRBG9FG8QUPYRFF9F6QHEH&marketplace=FLIPKART&store=73z%2Fcwl&srno=b_1_8&otracker=browse&fm=organic&iid=en_JJuop35o9ISBtb3FhkSVr11i1N5WoR2W2SfdOIfPJtSnqs9z1Rf%2FkZaWJriXUWYp%2FrmtLCQsUn11qB35%2BETSAQ%3D%3D&ppt=browse&ppn=browse,5452,39570,2,8.474384973
Harpic Power Plus Disinfectant Original Liquid Toilet Cleaner (3 x 1 L),3,170,2859,3700,1371,6674,15104,8081,585,Grocery,Household Care,HARPIC,637,10,https://www.flipkart.com/harpic-power-plus-disinfectant-original-liquid-toilet-cleaner/p/itma0ef0952be6b3?pid=TCNG384BMTQVVEQY&lid=LSTTCNG384BMTQVVEQYQXAYUG&marketplace=GROCERY&store=73z%2Fcwl&srno=b_1_19&otracker=browse&fm=organic&iid=abe1c10d-5acc-4153-9cb6-5fdce3327eea.TCNG384BMTQVVEQY.SEARCH&ppt=browse&ppn=browse,1980,39195,9,0.8845381
"beaunat Aluminium Foil food wrapping foil pack of 2 Aluminium Foil (Pack of 2, 18 m)",1,2791,3774,3067,2425,1162,11829,8550,380,Grocery,Household Care,BEAUNAT,773,10,https://www.flipkart.com/beaunat-aluminium-foil-food-wrapping-pack-2/p/itm07c66a0c41e0d?pid=AFSFRBRBQWYAKTW7&lid=LSTAFSFRBRBQWYAKTW7NY5GX0&marketplace=FLIPKART&store=73z%2Fcwl&srno=b_1_24&otracker=browse&fm=organic&iid=en_JJuop35o9ISBtb3FhkSVr11i1N5WoR2W2SfdOIfPJtSjZU59AwZDHfCC6UUkjMzoscKMGkmrmVNUrO1f7yFBpA%3D%3D&ppt=browse&ppn=browse,14356,28785,2,6.346916644
Exo Touch & Shine Round Dishwash Bar (Exo Super Scrubber Worth Rs.15 Free) (700 g),1,4091,3172,5998,2127,20011,16683,1272,73,Grocery,Household Care,EXO,99,10,https://www.flipkart.com/exo-touch-shine-round-dishwash-bar/p/itmfc8ef3zu7d6ng?pid=DWBEU6M6G8QZGHQQ&lid=LSTDWBEU6M6G8QZGHQQBLBHFC&marketplace=GROCERY&store=73z%2Fcwl&srno=b_1_38&otracker=browse&fm=organic&iid=abe1c10d-5acc-4153-9cb6-5fdce3327eea.DWBEU6M6G8QZGHQQ.SEARCH&ppt=browse&ppn=browse,3949,18707,5,0.510658027
HERBAL STRATEGI All Purpose Kitchen Cleaner Non Toxic 100% Herbal Skin Safe Kitchen Cleaner (500 ml),3,5961,3572,11915,2385,9299,14356,9616,160,Grocery,Household Care,HERBAL STRATEGI,475,10,https://www.flipkart.com/herbal-strategi-all-purpose-kitchen-cleaner-non-toxic-100-skin-safe/p/itm035a08185d40e?pid=KSCFHY83XDXJJAHA&lid=LSTKSCFHY83XDXJJAHAJBAYYH&marketplace=FLIPKART&store=73z%2Fcwl&srno=b_1_28&otracker=browse&fm=organic&iid=en_JJuop35o9ISBtb3FhkSVr11i1N5WoR2W2SfdOIfPJtSzmzA2weE6DO6iNRQjsrFRbhXQGZ%2BcYJg0mrg0V%2F4Amg%3D%3D&ppt=browse&ppn=browse,9367,44985,5,2.188902321
Vanish All in One Liquid Detergent Booster - 800 ml Stain Remover,4,5436,3952,4563,1874,23493,1055,5119,215,Grocery,Household Care,VANISH,765,10,https://www.flipkart.com/vanish-all-one-liquid-detergent-booster-800-ml-stain-remover/p/itm6d99497c6f910?pid=LDTEUD6FJHBVKGHC&lid=LSTLDTEUD6FJHBVKGHC5O7EVC&marketplace=GROCERY&store=73z%2Fcwl&srno=b_1_29&otracker=browse&fm=organic&iid=abe1c10d-5acc-4153-9cb6-5fdce3327eea.LDTEUD6FJHBVKGHC.SEARCH&ppt=browse&ppn=browse,13887,39108,2,1.437787863
Natureland Organics Moong Dal (Split) (1 kg),3,9033,1648,6461,1081,13623,14567,9584,240,Grocery,Staples,NATURELAND,267,10,https://www.flipkart.com/natureland-organics-moong-dal-split/p/itmd121f9e4b02b4?pid=PLSG3N53EDNPYQ9E&lid=LSTPLSG3N53EDNPYQ9EPZYKIT&marketplace=GROCERY&iid=en_1%2FX%2Bknsuu%2FYOhYnFczBdJj5uAyPSi2waxxZTU%2FDcDgtzHwuHgZPE9s0td1bZIx5J6P55hX8RfIHGlcfUA96BaA%3D%3D,14694,26027,4,4.255898359
Tata Sampann Toor/Arhar Dal (1 kg),1,5302,2718,10814,1896,21497,9922,8530,174,Grocery,Staples,TATA,783,10,https://www.flipkart.com/tata-sampann-toor-arhar-dal/p/itm75ca49747a734?pid=PLSEU7M4X7YWF2W6&lid=LSTPLSEU7M4X7YWF2W6I1PSFU&marketplace=GROCERY&iid=3669145d-3363-4801-8774-c4aaf24fda73.PLSEU7M4X7YWF2W6.SEARCH,12939,18867,6,3.620037401
Saffola Soya Chunks (200 g),2,164,3452,410,1448,5637,12510,1572,60,Grocery,Staples,SAFOLA,872,10,https://www.flipkart.com/saffola-soya-chunks/p/itm7ef40bea6af89?pid=SYCFXVBHKQEMD8ST&lid=LSTSYCFXVBHKQEMD8STB60DBJ&marketplace=GROCERY&iid=3669145d-3363-4801-8774-c4aaf24fda73.SYCFXVBHKQEMD8ST.SEARCH,8500,35895,7,1.106535448
Fortune Kachi Ghani Mustard Oil Plastic Bottle (1 L),3,5752,1221,5552,949,16268,3979,8922,233,Grocery,Staples,FORTUNE,263,10,https://www.flipkart.com/fortune-kachi-ghani-mustard-oil-plastic-bottle/p/itm740fd72a105aa?pid=EDOET83CVGZJEVB5&lid=LSTEDOET83CVGZJEVB53F7QMT&marketplace=GROCERY&iid=df5e0f3c-890e-41de-b737-24888425ff0e.EDOET83CVGZJEVB5.SEARCH,9076,25569,1,7.193455382
DHARA Refined Rice Bran Oil Pouch (1 L),4,5305,1893,9298,2499,18142,1381,8006,194,Grocery,Staples,DHARA,520,10,https://www.flipkart.com/dhara-refined-rice-bran-oil-pouch/p/itm298bd96afd034?pid=EDOEU6N55FMGF2Q6&lid=LSTEDOEU6N55FMGF2Q6LZKZE1&marketplace=GROCERY&iid=df5e0f3c-890e-41de-b737-24888425ff0e.EDOEU6N55FMGF2Q6.SEARCH,1627,43172,1,0.460814566
Pillsbury Gold Sharbati Atta (1 kg),4,2442,3306,3631,581,5900,6252,814,65,Grocery,Staples,PILLSBURY,436,10,https://www.flipkart.com/pillsbury-gold-sharbati-atta/p/itm30684c7631015?pid=FLRGBG4PADJHSJHZ&lid=LSTFLRGBG4PADJHSJHZUBANAP&marketplace=GROCERY&iid=en_OD5tqr5444rMY2AQA65MKfUxRXCd6bCWGxpCyJ8DFBKakCNx4DfmtP6AcjtZH46O4AxIpef6rWr3WJd%2BNQYGQw%3D%3D,7854,19372,10,4.93411989
AASHIRVAAD Superior MP Atta (5 kg),2,4937,770,10701,1695,19475,15507,589,273,Grocery,Staples,AASHIRWAD,114,10,https://www.flipkart.com/aashirvaad-superior-mp-atta/p/itmevbgvupx4gqxb?pid=FLREUC5PSFQUBHTC&lid=LSTFLREUC5PSFQUBHTCY1XCMK&marketplace=GROCERY&iid=aa5eec36-3e00-4499-9347-571364f4ed61.FLREUC5PSFQUBHTC.SEARCH,9035,15078,5,5.779722574
INDIA GATE Quinoa (200 g),2,2141,1510,5494,1654,17495,10458,6072,104,Grocery,Staples,INDIA GATE,484,10,https://www.flipkart.com/india-gate-quinoa/p/itmf4w5uvzfuqwv5?pid=GNMF4W5UJZNFAEBF&lid=LSTGNMF4W5UJZNFAEBFZ02GYW&marketplace=GROCERY&iid=en_OD5tqr5444rMY2AQA65MKfUxRXCd6bCWGxpCyJ8DFBLh5cIBR1CNB53eCFP9F7o5sWHIU0n1s8BYQC95Wxyu5Q%3D%3D,11417,10181,1,0.69456978
SATYAM Rice Flour (500 g),3,1155,3149,11101,592,21928,14815,3869,33,Grocery,Staples,SATYAM,203,10,https://www.flipkart.com/satyam-rice-flour/p/itm3d9a9e241ce36?pid=FLRFANH8MCGWNGRN&lid=LSTFLRFANH8MCGWNGRN1KRURJ&marketplace=GROCERY&iid=aa5eec36-3e00-4499-9347-571364f4ed61.FLRFANH8MCGWNGRN.SEARCH,14854,32602,3,9.461122883
EVEREST Garam Masala (100 g),2,5310,3081,5281,2092,2943,7048,5931,88,Grocery,Staples,EVEREST,813,10,https://www.flipkart.com/everest-garam-masala/p/itmeuhhyghbfrgzz?pid=SCMEUHHY58MZJ93F&lid=LSTSCMEUHHY58MZJ93FT5YEXI&marketplace=GROCERY&iid=7a8e2a2a-a687-4233-81fc-4b05311b623c.SCMEUHHY58MZJ93F.SEARCH,3866,10482,9,6.979558534
Yu Peri Peri Cup Pasta - Instant Food Ready To Eat in 4 Mins - No Preservatives Pasta (220 g),4,5072,2045,9007,1229,13472,4502,1058,199,Grocery,Packed food,YU,110,10,https://www.flipkart.com/yu-peri-cup-pasta-instant-food-ready-eat-4-mins-no-preservatives/p/itma2237a5de0501?pid=PSAGARPGZRTXZVHV&lid=LSTPSAGARPGZRTXZVHVSV52RP&marketplace=GROCERY&iid=en_wAbjgzhMMze%2FtXSOSn6ji44xtZeu%2BbRG%2B1aBk0%2BLqDmGpfULsmqC6gC2dkpHU9cc5zP1aa5f4KH37%2B6eaWYvig%3D%3D,2198,17384,2,4.875928788
Maggi Mega Pack Masala Instant Noodles Vegetarian (12 x 70 g),1,5937,351,1104,1175,16070,8700,1850,198,Grocery,Packed food,MAGGI,872,10,https://www.flipkart.com/maggi-mega-pack-masala-instant-noodles-vegetarian/p/itm0c1db941e07d2?pid=NDLF4PEEBRZJ3KAY&lid=LSTNDLF4PEEBRZJ3KAYSEHQDR&marketplace=GROCERY&iid=34fdae9c-e33e-45fb-a8b8-a8a7418a09ae.NDLF4PEEBRZJ3KAY.SEARCH,4324,10914,8,2.784237339
Sunfeast YiPPee! Yippee Magic Masala Instant Noodles Vegetarian (12 x 65 g),4,2793,1739,7634,656,20597,10234,7462,168,Grocery,Packed food,SUNFEAST,911,10,https://www.flipkart.com/sunfeast-yippee-yippee-magic-masala-instant-noodles-vegetarian/p/itm468de97b7b9ff?pid=NDLFPR53ZNFZHZZF&lid=LSTNDLFPR53ZNFZHZZFVLICLU&marketplace=GROCERY&iid=34fdae9c-e33e-45fb-a8b8-a8a7418a09ae.NDLFPR53ZNFZHZZF.SEARCH,11537,44881,8,6.002359164
Ching's Secret Manchurian Instant Noodles Vegetarian (360 g),1,8490,1023,6143,459,13368,14505,3150,91,Grocery,Packed food,CHING'S,86,10,https://www.flipkart.com/ching-s-secret-manchurian-instant-noodles-vegetarian/p/itmeww8mwjh4cncg?pid=NDLFVEZWKHAHD33P&lid=LSTNDLFVEZWKHAHD33PJWRYXL&marketplace=GROCERY&iid=34fdae9c-e33e-45fb-a8b8-a8a7418a09ae.NDLFVEZWKHAHD33P.SEARCH,3734,40622,8,3.767032662
Kissan Fresh Tomato Ketchup (900 g),2,4168,3126,7856,614,7490,2666,7390,100,Grocery,Packed food,KISSAN,90,10,https://www.flipkart.com/kissan-fresh-tomato-ketchup/p/itmf5gcqcffes4hf?pid=SAKGCPY4ZCZMZUYH&lid=LSTSAKGCPY4ZCZMZUYHKHZRJ5&marketplace=GROCERY&iid=0014d1c5-36b1-4b5d-a810-ffdad120a367.SAKGCPY4ZCZMZUYH.SEARCH,3513,34594,3,6.57237061
VEEBA Cheese and Chilli Sandwich Spread 250 g,1,1407,3499,10063,1255,16057,17700,1340,84,Grocery,Packed food,VEEBA,220,10,https://www.flipkart.com/veeba-cheese-chilli-sandwich-spread-250-g/p/itmex42u4cfgsnvz?pid=JASEX42USGTGH2HA&lid=LSTJASEX42USGTGH2HATV1SLG&marketplace=GROCERY&iid=0014d1c5-36b1-4b5d-a810-ffdad120a367.JASEX42USGTGH2HA.SEARCH,9153,13436,10,7.022618512
SMITH & JONES Tomato Ketchup (950 g),2,1627,2699,2127,1145,11854,7614,8432,130,Grocery,Packed food,SMITH & JONES,981,10,https://www.flipkart.com/smith-jones-tomato-ketchup/p/itmf4gmefj85zvvh?pid=SAKEUB52EG3XPJKP&lid=LSTSAKEUB52EG3XPJKP9NLD76&marketplace=GROCERY&iid=0014d1c5-36b1-4b5d-a810-ffdad120a367.SAKEUB52EG3XPJKP.SEARCH,6410,15004,2,6.298316999
"Dabur Honey Squeezy (Combo Pack 1 + 1 Free, 400 g each) (400 g)",4,7943,3730,6930,1230,9983,16273,6742,349,Grocery,Packed food,DABUR,374,10,https://www.flipkart.com/dabur-honey-squeezy/p/itmeu6mgvfaedn4q?pid=HNYEU6MGSMBZ45Z8&lid=LSTHNYEU6MGSMBZ45Z88HU1Y2&marketplace=GROCERY&iid=en_TPBc63o7q0fxDZ%2FHMEIbPm8krBVVLeOMlULy8PBhk%2Fdg64gV3mvyk35QrnwA61VR090PvRCO80OHGP%2B3TzAyxA%3D%3D,8634,16528,5,5.185904585
Knorr Manchow Soup  (12 g),1,1750,3274,8079,391,19422,9590,5096,10,Grocery,Packed food,KNORR,252,10,https://www.flipkart.com/knorr-manchow-soup/p/itm357234ae25e70?pid=SOUFHSFDXHS5EFEX&lid=LSTSOUFHSFDXHS5EFEXXWIVCA&marketplace=GROCERY&iid=ec9e8284-8cf4-4452-bca6-a56f8f24c35d.SOUFHSFDXHS5EFEX.SEARCH,13363,28671,6,5.920630688
MTR Ready Mix Rava Idli 200 g,2,5651,678,4398,360,2471,16774,9947,70,Grocery,Packed food,MTR,610,10,https://www.flipkart.com/mtr-ready-mix-rava-idli-200-g/p/itmezmytzhptst8m?pid=RYMETDKAP4GDANSC&lid=LSTRYMETDKAP4GDANSCRODMOB&marketplace=GROCERY&iid=ec9e8284-8cf4-4452-bca6-a56f8f24c35d.RYMETDKAP4GDANSC.SEARCH,2229,30033,0,6.506718136
Flipkart SmartBuy Stainless Steel Net Tea Strainer (Multicolor),2,4812,2242,4920,2012,21335,8297,8030,199,Grocery,Home & Kitchen,FLIPKART SMARTBUY,705,10,https://www.flipkart.com/flipkart-smartbuy-stainless-steel-net-tea-strainer/p/itmc3d7937bfefa5?pid=CSSG8DAABDQRSDPN&lid=LSTCSSG8DAABDQRSDPNZ7W8RW&marketplace=GROCERY&iid=781c4a48-0c0e-4a77-acc5-9fa684ed1175.CSSG8DAABDQRSDPN.SEARCH,9633,34038,6,9.843883746
Peher Easy Handy Pull and Cut Chopper 450 ml Green Vegetable & Fruit Chopper (1 Pull Chopper),3,663,2389,5583,2301,1643,12416,4008,499,Grocery,Home & Kitchen,PEHER,876,10,https://www.flipkart.com/peher-easy-handy-pull-cut-chopper-450-ml-green-vegetable-fruit/p/itma03a6726bf100?pid=CPRG49FGMHZDJPFG&lid=LSTCPRG49FGMHZDJPFGCNWXYA&marketplace=GROCERY&iid=781c4a48-0c0e-4a77-acc5-9fa684ed1175.CPRG49FGMHZDJPFG.SEARCH,11370,34785,0,4.320421521
MACARIZE 2 In One Cutter & Peeler Vegetable & Fruit Slicer (01 Vegetable Cutter),3,9780,416,8445,1835,20716,4380,3816,499,Grocery,Home & Kitchen,MACARIZE,658,10,https://www.flipkart.com/macarize-2-one-cutter-peeler-vegetable-fruit-slicer/p/itmbbde73b9e6cd8?pid=CPRFPPA5EYGMUZFT&lid=LSTCPRFPPA5EYGMUZFTNDFOMX&marketplace=GROCERY&iid=781c4a48-0c0e-4a77-acc5-9fa684ed1175.CPRFPPA5EYGMUZFT.SEARCH,12187,12171,2,8.535690302
ANJALI Coconut Scraper (1 chopper),4,2279,140,1130,571,11225,4552,533,285,Grocery,Home & Kitchen,ANJALI,211,10,https://www.flipkart.com/anjali-coconut-scraper/p/itmeapbjr8xxawzs?pid=GRTEAPBJYWQ6CKCV&lid=LSTGRTEAPBJYWQ6CKCVEZBKCY&marketplace=GROCERY&iid=781c4a48-0c0e-4a77-acc5-9fa684ed1175.GRTEAPBJYWQ6CKCV.SEARCH,12936,20870,4,8.434566909
